Unnamed: 0;Seller;Address;Date_Item;Current_Price;Last_Price;Item_Link
;'Без имени';Ростовская обл., Ростов-на-Дону;16.7.2025;500 000;500 000;http://avito.ru/rostov-na-donu/gotoviy_biznes/prodayu_gotovyy_punkt_vydachi_wildberries_pvz_wb_4819210179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Продажа бизнеса;Свердловская обл., муниципальное образование Екатеринбург;16.7.2025;1 250 000;1 250 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_ozon_s_arendnoy_stavkoy_25_000_rubley_7472682556?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;анатолий;Волгоградская обл., Волжский;16.7.2025;200 000;200 000;http://avito.ru/volgogradskaya_oblast_volzhskiy/gotoviy_biznes/pvz_valdbiris_7520837520?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Татьяна;Ярославская обл., Ярославль;16.7.2025;1 200 000;1 200 000;http://avito.ru/yaroslavl/gotoviy_biznes/pribylnyy_gotovyy_biznes_pvz_ozon_7348418840?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;ИП;Самарская обл., Самара;16.7.2025;1 190 000;1 190 000;http://avito.ru/samara/gotoviy_biznes/pribylnyy_pvz_ozon_90_t.rub_v_mesyats_7438653142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Тверская обл., Тверь;16.7.2025;390 000;390 000;http://avito.ru/tver/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7399177597?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Татарстан (Татарстан), Казань;16.7.2025;100 000;100 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7453044529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Бизнес;Оренбургская обл., Орск;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/orsk/gotoviy_biznes/punkt_vydachi_zakazov_otdam_besplatno_7268879084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Московская обл., г.о. Люберцы, дп. Красково;16.7.2025;1 600 000;1 600 000;http://avito.ru/kraskovo/gotoviy_biznes/pvz_wildberries_2021_stabilnyy_gotovyy_biznes_vb_7408044540?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Белгородская обл., Белгородский р-н, Дубовское сельское поселение, пос. Дубовое;16.7.2025;200 000;200 000;http://avito.ru/dubovoe/gotoviy_biznes/prodam_punkt_vydachi_ozon_7285018996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Липецкая обл., Липецк;16.7.2025;450 000;450 000;http://avito.ru/lipetsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7525408211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;СВЕТЛАНА БОРИСОВНА;Владимирская обл., Собинский муниципальный округ, Лакинск;16.7.2025;800 000;800 000;http://avito.ru/lakinsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_ozon_yandeksmarket_7497765546?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Татарстан (Татарстан), Казань;16.7.2025;500 000;500 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_wildberries_pvz_7366804271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Анастасия;Республика Татарстан, Казань;16.7.2025;1 349 000;1 349 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7358480176?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Ульяновская обл., Ульяновск;16.7.2025;800 000;800 000;http://avito.ru/ulyanovsk/gotoviy_biznes/punkty_vydachi_ozon_i_vb_7435008307?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Вологодская обл., Вологодский муниципальный округ, пос. Фетинино;16.7.2025;200 000;200 000;http://avito.ru/molochnoe/gotoviy_biznes/ozon_punkt_vydachi_pvz_ozon_7345084089?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Компания;Самарская обл., Самара;16.7.2025;1 100 000;1 100 000;http://avito.ru/samara/gotoviy_biznes/prodayu_punkt_vydachi_7395548874?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Московская обл., г.о. Пушкинский, пгт. Софрино;16.7.2025;600 000;600 000;http://avito.ru/sofrino/gotoviy_biznes/franshiznyy_punkt_vydachi_wildberries_7459434546?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Пензенская обл., Пенза;16.7.2025;530 000;530 000;http://avito.ru/penza/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_wb_7475136612?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Виктория;Тверская обл., Ржевский муниципальный округ, Ржев;16.7.2025;400 000;400 000;http://avito.ru/rzhev/gotoviy_biznes/gotovyy_biznes_valdberis_7377619325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Башкортостан, Кумертау;16.7.2025;740 000;740 000;http://avito.ru/kumertau/gotoviy_biznes/punkt_vydachi_zakazov_ozon_i_wildberries_7322987950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Башкортостан, Архангельский р-н, Абзановский сельсовет, с. Абзаново;16.7.2025;155 000;155 000;http://avito.ru/bashkortostan_arhangelskoe/gotoviy_biznes/prodazha_pvz_ozon_abzanovo_7512752731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;So_Stuff;Москва;16.7.2025;1 790 000;1 790 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7485968289?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Москва;16.7.2025;1 000 000;1 000 000;http://avito.ru/moskva/gotoviy_biznes/punkty_vydachi_zakazov_wildberries_7392076274?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Волгоградская обл., Волгоград;16.7.2025;350 000;350 000;http://avito.ru/volgograd/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7475987113?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Владимирская обл., округ Муром, с. Панфилово;16.7.2025;130 000;130 000;http://avito.ru/murom/gotoviy_biznes/prodam_pvz_ozon_s._panfilovo_4288078555?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Омская обл., Омск;16.7.2025;550 000;550 000;http://avito.ru/omsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7564992167?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Карина Андреевна;Ростовская обл., Ростов-на-Дону;16.7.2025;300 000;300 000;http://avito.ru/rostov-na-donu/gotoviy_biznes/prodayu_set_pvz_wb_7423531525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Александр;Свердловская обл., Арамильский г.о., Арамиль;16.7.2025;500 000;500 000;http://avito.ru/aramil/gotoviy_biznes/prodam_pvz_yandeks_market_7498145398?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;TRUST;Москва;16.7.2025;40 000;40 000;http://avito.ru/moskva/gotoviy_biznes/pvz_ozon_m_taganskaya_4671939766?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;ЮЛИЯ;Республика Мордовия, Саранск;16.7.2025;2 500 000;2 500 000;http://avito.ru/saransk/gotoviy_biznes/punkt_vydachi_ozon_7467969908?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Бизнес;Нижегородская обл., Нижний Новгород;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/otdam_rabotayuschiy_pvz._besplatno_7268308384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Коллегия Бизнеса;Саратовская обл., Саратов;16.7.2025;1 700 000;1 700 000;http://avito.ru/saratov/gotoviy_biznes/pvz_wildberriesvayldberriz_voznagrazhdenie_270tm_7492754179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Недвижимость;Белгородская обл., Белгородский р-н, Стрелецкое сельское поселение, с. Стрелецкое;16.7.2025;Цена не указана;Цена не указана;http://avito.ru/streletskoe/gotoviy_biznes/punkt_vydachi_ozon_7489726452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Республика Татарстан (Татарстан), Набережные Челны;16.7.2025;1 000 000;1 000 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7368209789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Оренбургская обл., Оренбург;16.7.2025;900;900;http://avito.ru/orenburg/gotoviy_biznes/dva_punkta_vydachi_zakazov_4480644813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Кристина;Кировская обл., Киров;16.7.2025;1 800 000;1 800 000;http://avito.ru/kirovskaya_oblast_kirov/gotoviy_biznes/punkt_vydachi_zakazov_7515599481?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Кирилл;Ярославская обл., Ярославль;16.7.2025;1 500 000;1 500 000;http://avito.ru/yaroslavl/gotoviy_biznes/punkt_vydachi_ozon_vb_4529883550?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Бизнес;Москва, Троицкий административный округ, р-н Троицк, Троицк;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/moskovskaya_oblast_troitsk/gotoviy_biznes/punkt_vydachi_zakazov_otdam_besplatno_7268498929?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Озон/ВБ/ЯМ;Московская обл., Лобня;16.7.2025;290 000;290 000;http://avito.ru/lobnya/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_zakazov_yandeks_7469188498?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Артём;Нижегородская обл., Нижний Новгород;16.7.2025;1 800 000;1 800 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_wb_pvz_7444623355?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Иван Константинович;Липецкая обл., Липецк;16.7.2025;2 200 000;2 200 000;http://avito.ru/lipetsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7515907456?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;Пункт выдачи;Ростовская обл., Ростов-на-Дону;16.7.2025;800 000;800 000;http://avito.ru/rostov-na-donu/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7380488153?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3YXM1aHNpamwydUpBS25TIjt9qcWjgj8AAAA
;'Без имени';Тюменская обл., Тюменский р-н, д. Дударева;16.7.2025;350 000;350 000;http://avito.ru/tyumen/gotoviy_biznes/punkt_vydachi_pvz_ozon_7366223601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Партнеры и Ко;Республика Башкортостан, Стерлитамак;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/sterlitamak/gotoviy_biznes/besplatno_otdam_punkt_vydachi_zakazov_ozon_7402652721?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Московская обл., Ленинский г.о., рп. Дрожжино;16.7.2025;1 500 000;1 500 000;http://avito.ru/moskovskaya_oblast_voskresenskoe/gotoviy_biznes/gotovyy_biznez_punkt_vydachi_ozon_i_yandeks_market_7317258623?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Липецкая обл., Липецк;16.7.2025;350 000;350 000;http://avito.ru/lipetsk/gotoviy_biznes/prodam_punkt_vydachi_wb_7459400958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Бизнес;Волгоградская обл., Волгоград;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/volgograd/gotoviy_biznes/otdam_rabotayuschiy_pvz._besplatno_7268089501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Республика Татарстан (Татарстан), Елабужский р-н, муниципальное образование Елабуга, Елабуга;16.7.2025;600 000;600 000;http://avito.ru/elabuga/gotoviy_biznes/prodam_pvz_sdek_7291235571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Андрей Вячеславович;Республика Татарстан (Татарстан), Казань;16.7.2025;699 000;699 000;http://avito.ru/kazan/gotoviy_biznes/novyy_pvz_wildberries_7407427506?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Мария;Тюменская обл., Тюмень;16.7.2025;580 000;580 000;http://avito.ru/tyumen/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_wildberries_7202927277?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Роман;Нижегородская обл., Нижний Новгород;16.7.2025;1 600 000;1 600 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/pvz_wildberries_-_monopolist_3606668578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Алена;Московская обл., Красногорск;16.7.2025;550 000;550 000;http://avito.ru/moskovskaya_oblast_krasnogorsk/gotoviy_biznes/pereustupka_po_arende_dlya_otkrytiya_ozon_4194520922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Республика Татарстан, Казань;16.7.2025;200 000;200 000;http://avito.ru/kazan/gotoviy_biznes/prodam_pvz_yandeks_market_7335259297?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Артем Джаудатович;Республика Татарстан (Татарстан), Казань;16.7.2025;700 000;700 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_vayldberis_7478581109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Альтернатива;Московская обл., Мытищи;16.7.2025;50 000;50 000;http://avito.ru/mytischi/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7487649895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;анатолий;Волгоградская обл., Волжский;16.7.2025;200 000;200 000;http://avito.ru/volgogradskaya_oblast_volzhskiy/gotoviy_biznes/pvz_valdbiris_7520837520?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Курганская обл., Курган;16.7.2025;700 000;700 000;http://avito.ru/kurgan/gotoviy_biznes/prodaetsya_punkt_vydachi_valberis_7388847967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Наталия;Москва;16.7.2025;955 555;955 555;http://avito.ru/moskva/gotoviy_biznes/prodam_pvz_7214087667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Илья;Московская обл., Одинцовский г.о., пгт. ВНИИССОК;16.7.2025;2 500 000;2 500 000;http://avito.ru/lesnoy_gorodok/gotoviy_biznes/pribylnyy_punkt_vydachi_7473296707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Павел;Самарская обл., Тольятти;16.7.2025;499 000;499 000;http://avito.ru/tolyatti/gotoviy_biznes/punkt_vydachi_zakazov_sdek_7492571985?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Продавец;Челябинская обл., Саткинский р-н, Саткинское городское поселение, Сатка;16.7.2025;1;1;http://avito.ru/satka/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7249013736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Продажа бизнеса;Свердловская обл., Екатеринбург;16.7.2025;1 650 000;1 650 000;http://avito.ru/ekaterinburg/gotoviy_biznes/pvz_wildberries_s_pribylyu_250_000_4497295235?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Оксана;Белгородская обл., Старооскольский г.о., Старый Оскол;16.7.2025;350 000;350 000;http://avito.ru/staryy_oskol/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_7434028356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Ася;Липецкая обл., Липецк;16.7.2025;150 000;150 000;http://avito.ru/lipetsk/gotoviy_biznes/punkty_vydachi_zakazov_7419644329?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;Ким;Москва;16.7.2025;350 000;350 000;http://avito.ru/moskva/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_ozon_7490307240?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
;'Без имени';Нижегородская обл., Нижний Новгород;16.7.2025;150 000;150 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/pvz_yandeks_market_7421916011?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHbFBKWnB3SnJXSTQ3QTh3Ijt9yAZSZz8AAAA
